combo,train_langs,system,metric,language,value
en_te,English+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.8636
en_te,English+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.6715
en_te,English+Telugu,E_joint,joint_accuracy,Overall,0.6276
en_te,English+Telugu,F_sequential,joint_f1,English,0.7974
en_te,English+Telugu,F_sequential,joint_f1,Spanish,0.7159
en_te,English+Telugu,F_sequential,joint_f1,Hindi,0.7069
en_te,English+Telugu,F_sequential,joint_f1,Telugu,0.7575
en_te,English+Telugu,F_sequential,joint_f1,Overall,0.7488
en_te,English+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.7444
en_te,English+Telugu,F_sequential,classification_macro_f1,English,0.8055
en_te,English+Telugu,F_sequential,classification_macro_f1,Hindi,0.724
en_te,English+Telugu,F_sequential,classification_macro_f1,Indonesian,0.7844
en_te,English+Telugu,F_sequential,classification_macro_f1,Spanish,0.7335
en_te,English+Telugu,F_sequential,classification_macro_f1,Telugu,0.7575
en_te,English+Telugu,F_sequential,classification_macro_f1,Overall,0.7718
en_te,English+Telugu,F_sequential,e2e_span_overlap_f1,English,0.6702
en_te,English+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.4912
en_te,English+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.5875
en_te,English+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.5046
en_te,English+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.7516
en_te,English+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.5919
en_te,English+Telugu,F_sequential,joint_accuracy,Overall,0.6402
en_te,English+Telugu,G_bio,joint_f1,English,0.4696
en_te,English+Telugu,G_bio,joint_f1,Spanish,0.4538
en_te,English+Telugu,G_bio,joint_f1,Hindi,0.4655
en_te,English+Telugu,G_bio,joint_f1,Telugu,0.479
en_te,English+Telugu,G_bio,joint_f1,Overall,0.4543
en_te,English+Telugu,G_bio,e2e_span_overlap_f1,English,0.7919
en_te,English+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.6357
en_te,English+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.587
en_te,English+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.7126
en_te,English+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.2445
en_te,English+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.6568
en_te,English+Telugu,G_bio,joint_accuracy,Overall,0.2416
es_hi,Spanish+Hindi,A_pipeline,joint_f1,English,0.7904
es_hi,Spanish+Hindi,A_pipeline,joint_f1,Spanish,0.7399
es_hi,Spanish+Hindi,A_pipeline,joint_f1,Hindi,0.672
es_hi,Spanish+Hindi,A_pipeline,joint_f1,Telugu,0.724
es_hi,Spanish+Hindi,A_pipeline,joint_f1,Overall,0.7541
es_hi,Spanish+Hindi,A_pipeline,joint_f1_macro_avg,Overall,0.7316
es_hi,Spanish+Hindi,A_pipeline,classification_macro_f1,English,0.8063
es_hi,Spanish+Hindi,A_pipeline,classification_macro_f1,Hindi,0.672
es_hi,Spanish+Hindi,A_pipeline,classification_macro_f1,Indonesian,0.8058
es_hi,Spanish+Hindi,A_pipeline,classification_macro_f1,Spanish,0.7439
es_hi,Spanish+Hindi,A_pipeline,classification_macro_f1,Telugu,0.7549
es_hi,Spanish+Hindi,A_pipeline,classification_macro_f1,Overall,0.7782
es_hi,Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,English,0.6922
es_hi,Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Hindi,0.519
es_hi,Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Indonesian,0.6334
es_hi,Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Spanish,0.6599
es_hi,Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Telugu,0.7523
es_hi,Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Overall,0.6567
es_hi,Spanish+Hindi,A_pipeline,joint_accuracy,Overall,0.6182
es_hi,Spanish+Hindi,E_joint,joint_f1,English,0.7667
es_hi,Spanish+Hindi,E_joint,joint_f1,Spanish,0.7203
es_hi,Spanish+Hindi,E_joint,joint_f1,Hindi,0.6761
es_hi,Spanish+Hindi,E_joint,joint_f1,Telugu,0.7409
es_hi,Spanish+Hindi,E_joint,joint_f1,Overall,0.728
es_hi,Spanish+Hindi,E_joint,joint_f1_macro_avg,Overall,0.726
es_hi,Spanish+Hindi,E_joint,classification_macro_f1,English,0.7902
es_hi,Spanish+Hindi,E_joint,classification_macro_f1,Hindi,0.6928
es_hi,Spanish+Hindi,E_joint,classification_macro_f1,Indonesian,0.7661
es_hi,Spanish+Hindi,E_joint,classification_macro_f1,Spanish,0.7434
es_hi,Spanish+Hindi,E_joint,classification_macro_f1,Telugu,0.7565
es_hi,Spanish+Hindi,E_joint,classification_macro_f1,Overall,0.7613
es_hi,Spanish+Hindi,E_joint,e2e_span_overlap_f1,English,0.7045
es_hi,Spanish+Hindi,E_joint,e2e_span_overlap_f1,Hindi,0.577
es_hi,Spanish+Hindi,E_joint,e2e_span_overlap_f1,Indonesian,0.6028
es_hi,Spanish+Hindi,E_joint,e2e_span_overlap_f1,Spanish,0.6875
es_hi,Spanish+Hindi,E_joint,e2e_span_overlap_f1,Telugu,0.7171
es_hi,Spanish+Hindi,E_joint,e2e_span_overlap_f1,Overall,0.6589
es_hi,Spanish+Hindi,E_joint,joint_accuracy,Overall,0.6119
es_hi,Spanish+Hindi,F_sequential,joint_f1,English,0.7699
es_hi,Spanish+Hindi,F_sequential,joint_f1,Spanish,0.7244
es_hi,Spanish+Hindi,F_sequential,joint_f1,Hindi,0.7048
es_hi,Spanish+Hindi,F_sequential,joint_f1,Telugu,0.7376
es_hi,Spanish+Hindi,F_sequential,joint_f1,Overall,0.7508
es_hi,Spanish+Hindi,F_sequential,joint_f1_macro_avg,Overall,0.7342
es_hi,Spanish+Hindi,F_sequential,classification_macro_f1,English,0.7902
es_hi,Spanish+Hindi,F_sequential,classification_macro_f1,Hindi,0.7395
es_hi,Spanish+Hindi,F_sequential,classification_macro_f1,Indonesian,0.8092
es_hi,Spanish+Hindi,F_sequential,classification_macro_f1,Spanish,0.7362
es_hi,Spanish+Hindi,F_sequential,classification_macro_f1,Telugu,0.7529
es_hi,Spanish+Hindi,F_sequential,classification_macro_f1,Overall,0.7772
es_hi,Spanish+Hindi,F_sequential,e2e_span_overlap_f1,English,0.6115
es_hi,Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Hindi,0.5361
es_hi,Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Indonesian,0.6361
es_hi,Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Spanish,0.6685
es_hi,Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Telugu,0.7996
es_hi,Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Overall,0.6424
es_hi,Spanish+Hindi,F_sequential,joint_accuracy,Overall,0.6172
es_hi,Spanish+Hindi,G_bio,joint_f1,English,0.4582
es_hi,Spanish+Hindi,G_bio,joint_f1,Spanish,0.463
es_hi,Spanish+Hindi,G_bio,joint_f1,Hindi,0.479
es_hi,Spanish+Hindi,G_bio,joint_f1,Telugu,0.4561
es_hi,Spanish+Hindi,G_bio,joint_f1,Overall,0.4531
es_hi,Spanish+Hindi,G_bio,e2e_span_overlap_f1,English,0.7385
es_hi,Spanish+Hindi,G_bio,e2e_span_overlap_f1,Hindi,0.7941
es_hi,Spanish+Hindi,G_bio,e2e_span_overlap_f1,Indonesian,0.6126
es_hi,Spanish+Hindi,G_bio,e2e_span_overlap_f1,Spanish,0.7626
es_hi,Spanish+Hindi,G_bio,e2e_span_overlap_f1,Telugu,0.4108
es_hi,Spanish+Hindi,G_bio,e2e_span_overlap_f1,Overall,0.6857
es_hi,Spanish+Hindi,G_bio,joint_accuracy,Overall,0.25
es_te,Spanish+Telugu,A_pipeline,joint_f1,English,0.7546
es_te,Spanish+Telugu,A_pipeline,joint_f1,Spanish,0.7552
es_te,Spanish+Telugu,A_pipeline,joint_f1,Hindi,0.6612
es_te,Spanish+Telugu,A_pipeline,joint_f1,Telugu,0.7903
es_te,Spanish+Telugu,A_pipeline,joint_f1,Overall,0.7373
es_te,Spanish+Telugu,A_pipeline,joint_f1_macro_avg,Overall,0.7403
es_te,Spanish+Telugu,A_pipeline,classification_macro_f1,English,0.7746
es_te,Spanish+Telugu,A_pipeline,classification_macro_f1,Hindi,0.6774
es_te,Spanish+Telugu,A_pipeline,classification_macro_f1,Indonesian,0.7684
es_te,Spanish+Telugu,A_pipeline,classification_macro_f1,Spanish,0.7592
es_te,Spanish+Telugu,A_pipeline,classification_macro_f1,Telugu,0.7903
es_te,Spanish+Telugu,A_pipeline,classification_macro_f1,Overall,0.7636
es_te,Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,English,0.6258
es_te,Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Hindi,0.5343
es_te,Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Indonesian,0.6245
es_te,Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Spanish,0.634
es_te,Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Telugu,0.7392
es_te,Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Overall,0.6291
es_te,Spanish+Telugu,A_pipeline,joint_accuracy,Overall,0.5973
es_te,Spanish+Telugu,E_joint,joint_f1,English,0.7589
es_te,Spanish+Telugu,E_joint,joint_f1,Spanish,0.7439
es_te,Spanish+Telugu,E_joint,joint_f1,Hindi,0.6612
es_te,Spanish+Telugu,E_joint,joint_f1,Telugu,0.7889
es_te,Spanish+Telugu,E_joint,joint_f1,Overall,0.7448
es_te,Spanish+Telugu,E_joint,joint_f1_macro_avg,Overall,0.7382
es_te,Spanish+Telugu,E_joint,classification_macro_f1,English,0.7786
es_te,Spanish+Telugu,E_joint,classification_macro_f1,Hindi,0.6771
es_te,Spanish+Telugu,E_joint,classification_macro_f1,Indonesian,0.7908
es_te,Spanish+Telugu,E_joint,classification_macro_f1,Spanish,0.7633
es_te,Spanish+Telugu,E_joint,classification_macro_f1,Telugu,0.7889
es_te,Spanish+Telugu,E_joint,classification_macro_f1,Overall,0.7729
es_te,Spanish+Telugu,E_joint,e2e_span_overlap_f1,English,0.6476
es_te,Spanish+Telugu,E_joint,e2e_span_overlap_f1,Hindi,0.5728
es_te,Spanish+Telugu,E_joint,e2e_span_overlap_f1,Indonesian,0.6046
es_te,Spanish+Telugu,E_joint,e2e_span_overlap_f1,Spanish,0.7261
es_te,Spanish+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.808
es_te,Spanish+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.6603
es_te,Spanish+Telugu,E_joint,joint_accuracy,Overall,0.613
es_te,Spanish+Telugu,F_sequential,joint_f1,English,0.7705
es_te,Spanish+Telugu,F_sequential,joint_f1,Spanish,0.7441
es_te,Spanish+Telugu,F_sequential,joint_f1,Hindi,0.6289
es_te,Spanish+Telugu,F_sequential,joint_f1,Telugu,0.7732
es_te,Spanish+Telugu,F_sequential,joint_f1,Overall,0.7353
es_te,Spanish+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.7292
es_te,Spanish+Telugu,F_sequential,classification_macro_f1,English,0.7944
es_te,Spanish+Telugu,F_sequential,classification_macro_f1,Hindi,0.6289
es_te,Spanish+Telugu,F_sequential,classification_macro_f1,Indonesian,0.7645
es_te,Spanish+Telugu,F_sequential,classification_macro_f1,Spanish,0.7635
es_te,Spanish+Telugu,F_sequential,classification_macro_f1,Telugu,0.7732
es_te,Spanish+Telugu,F_sequential,classification_macro_f1,Overall,0.7643
es_te,Spanish+Telugu,F_sequential,e2e_span_overlap_f1,English,0.6184
es_te,Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.4988
es_te,Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.649
es_te,Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.6822
es_te,Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.7727
es_te,Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.648
es_te,Spanish+Telugu,F_sequential,joint_accuracy,Overall,0.5879
es_te,Spanish+Telugu,G_bio,joint_f1,English,0.45
es_te,Spanish+Telugu,G_bio,joint_f1,Spanish,0.4619
es_te,Spanish+Telugu,G_bio,joint_f1,Hindi,0.4414
es_te,Spanish+Telugu,G_bio,joint_f1,Telugu,0.4876
es_te,Spanish+Telugu,G_bio,joint_f1,Overall,0.4468
es_te,Spanish+Telugu,G_bio,e2e_span_overlap_f1,English,0.7294
es_te,Spanish+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.6538
es_te,Spanish+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.5801
es_te,Spanish+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.7827
es_te,Spanish+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.308
es_te,Spanish+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.6619
es_te,Spanish+Telugu,G_bio,joint_accuracy,Overall,0.2626
hi_te,Hindi+Telugu,A_pipeline,joint_f1,English,0.6869
hi_te,Hindi+Telugu,A_pipeline,joint_f1,Spanish,0.6082
hi_te,Hindi+Telugu,A_pipeline,joint_f1,Hindi,0.6402
hi_te,Hindi+Telugu,A_pipeline,joint_f1,Telugu,0.7742
hi_te,Hindi+Telugu,A_pipeline,joint_f1,Overall,0.6693
hi_te,Hindi+Telugu,A_pipeline,joint_f1_macro_avg,Overall,0.6774
hi_te,Hindi+Telugu,A_pipeline,classification_macro_f1,English,0.7232
hi_te,Hindi+Telugu,A_pipeline,classification_macro_f1,Hindi,0.6402
hi_te,Hindi+Telugu,A_pipeline,classification_macro_f1,Indonesian,0.7403
hi_te,Hindi+Telugu,A_pipeline,classification_macro_f1,Spanish,0.6713
hi_te,Hindi+Telugu,A_pipeline,classification_macro_f1,Telugu,0.7742
hi_te,Hindi+Telugu,A_pipeline,classification_macro_f1,Overall,0.7143
hi_te,Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,English,0.3907
hi_te,Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Hindi,0.3768
hi_te,Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Indonesian,0.4027
hi_te,Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Spanish,0.275
hi_te,Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Telugu,0.6977
hi_te,Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Overall,0.3827
hi_te,Hindi+Telugu,A_pipeline,joint_accuracy,Overall,0.5659
hi_te,Hindi+Telugu,E_joint,joint_f1,English,0.6257
hi_te,Hindi+Telugu,E_joint,joint_f1,Spanish,0.5464
hi_te,Hindi+Telugu,E_joint,joint_f1,Hindi,0.5589
hi_te,Hindi+Telugu,E_joint,joint_f1,Telugu,0.7097
hi_te,Hindi+Telugu,E_joint,joint_f1,Overall,0.6103
hi_te,Hindi+Telugu,E_joint,joint_f1_macro_avg,Overall,0.6102
hi_te,Hindi+Telugu,E_joint,classification_macro_f1,English,0.6502
hi_te,Hindi+Telugu,E_joint,classification_macro_f1,Hindi,0.6113
hi_te,Hindi+Telugu,E_joint,classification_macro_f1,Indonesian,0.7003
hi_te,Hindi+Telugu,E_joint,classification_macro_f1,Spanish,0.6136
hi_te,Hindi+Telugu,E_joint,classification_macro_f1,Telugu,0.7097
hi_te,Hindi+Telugu,E_joint,classification_macro_f1,Overall,0.6608
hi_te,Hindi+Telugu,E_joint,e2e_span_overlap_f1,English,0.3086
hi_te,Hindi+Telugu,E_joint,e2e_span_overlap_f1,Hindi,0.4307
hi_te,Hindi+Telugu,E_joint,e2e_span_overlap_f1,Indonesian,0.3683
hi_te,Hindi+Telugu,E_joint,e2e_span_overlap_f1,Spanish,0.3312
hi_te,Hindi+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.6389
hi_te,Hindi+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.3641
hi_te,Hindi+Telugu,E_joint,joint_accuracy,Overall,0.499
hi_te,Hindi+Telugu,F_sequential,joint_f1,English,0.6823
hi_te,Hindi+Telugu,F_sequential,joint_f1,Spanish,0.6114
hi_te,Hindi+Telugu,F_sequential,joint_f1,Hindi,0.6282
hi_te,Hindi+Telugu,F_sequential,joint_f1,Telugu,0.8056
hi_te,Hindi+Telugu,F_sequential,joint_f1,Overall,0.6673
hi_te,Hindi+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.6819
hi_te,Hindi+Telugu,F_sequential,classification_macro_f1,English,0.7152
hi_te,Hindi+Telugu,F_sequential,classification_macro_f1,Hindi,0.6448
hi_te,Hindi+Telugu,F_sequential,classification_macro_f1,Indonesian,0.7457
hi_te,Hindi+Telugu,F_sequential,classification_macro_f1,Spanish,0.6825
hi_te,Hindi+Telugu,F_sequential,classification_macro_f1,Telugu,0.8214
hi_te,Hindi+Telugu,F_sequential,classification_macro_f1,Overall,0.7213
hi_te,Hindi+Telugu,F_sequential,e2e_span_overlap_f1,English,0.3616
hi_te,Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.5221
hi_te,Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.4468
hi_te,Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.2987
hi_te,Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.8301
hi_te,Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.4141
hi_te,Hindi+Telugu,F_sequential,joint_accuracy,Overall,0.5554
hi_te,Hindi+Telugu,G_bio,joint_f1,English,0.3125
hi_te,Hindi+Telugu,G_bio,joint_f1,Spanish,0.3385
hi_te,Hindi+Telugu,G_bio,joint_f1,Hindi,0.4701
hi_te,Hindi+Telugu,G_bio,joint_f1,Telugu,0.4833
hi_te,Hindi+Telugu,G_bio,joint_f1,Overall,0.3731
hi_te,Hindi+Telugu,G_bio,e2e_span_overlap_f1,English,0.3066
hi_te,Hindi+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.7222
hi_te,Hindi+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.4685
hi_te,Hindi+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.2927
hi_te,Hindi+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.3556
hi_te,Hindi+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.3867
hi_te,Hindi+Telugu,G_bio,joint_accuracy,Overall,0.0669
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_f1,English,0.7905
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_f1,Spanish,0.7355
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_f1,Hindi,0.7732
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_f1,Telugu,0.6896
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_f1,Overall,0.7541
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_f1_macro_avg,Overall,0.7472
en_es_hi,English+Spanish+Hindi,A_pipeline,classification_macro_f1,English,0.7983
en_es_hi,English+Spanish+Hindi,A_pipeline,classification_macro_f1,Hindi,0.7898
en_es_hi,English+Spanish+Hindi,A_pipeline,classification_macro_f1,Indonesian,0.7907
en_es_hi,English+Spanish+Hindi,A_pipeline,classification_macro_f1,Spanish,0.7436
en_es_hi,English+Spanish+Hindi,A_pipeline,classification_macro_f1,Telugu,0.7199
en_es_hi,English+Spanish+Hindi,A_pipeline,classification_macro_f1,Overall,0.7761
en_es_hi,English+Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,English,0.7489
en_es_hi,English+Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Hindi,0.6604
en_es_hi,English+Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Indonesian,0.6335
en_es_hi,English+Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Spanish,0.6436
en_es_hi,English+Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Telugu,0.705
en_es_hi,English+Spanish+Hindi,A_pipeline,e2e_span_overlap_f1,Overall,0.6738
en_es_hi,English+Spanish+Hindi,A_pipeline,joint_accuracy,Overall,0.637
en_es_hi,English+Spanish+Hindi,E_joint,joint_f1,English,0.7819
en_es_hi,English+Spanish+Hindi,E_joint,joint_f1,Spanish,0.7401
en_es_hi,English+Spanish+Hindi,E_joint,joint_f1,Hindi,0.6915
en_es_hi,English+Spanish+Hindi,E_joint,joint_f1,Telugu,0.7565
en_es_hi,English+Spanish+Hindi,E_joint,joint_f1,Overall,0.7561
en_es_hi,English+Spanish+Hindi,E_joint,joint_f1_macro_avg,Overall,0.7425
en_es_hi,English+Spanish+Hindi,E_joint,classification_macro_f1,English,0.786
en_es_hi,English+Spanish+Hindi,E_joint,classification_macro_f1,Hindi,0.7085
en_es_hi,English+Spanish+Hindi,E_joint,classification_macro_f1,Indonesian,0.7876
en_es_hi,English+Spanish+Hindi,E_joint,classification_macro_f1,Spanish,0.7518
en_es_hi,English+Spanish+Hindi,E_joint,classification_macro_f1,Telugu,0.7876
en_es_hi,English+Spanish+Hindi,E_joint,classification_macro_f1,Overall,0.773
en_es_hi,English+Spanish+Hindi,E_joint,e2e_span_overlap_f1,English,0.6645
en_es_hi,English+Spanish+Hindi,E_joint,e2e_span_overlap_f1,Hindi,0.5685
en_es_hi,English+Spanish+Hindi,E_joint,e2e_span_overlap_f1,Indonesian,0.6465
en_es_hi,English+Spanish+Hindi,E_joint,e2e_span_overlap_f1,Spanish,0.7093
en_es_hi,English+Spanish+Hindi,E_joint,e2e_span_overlap_f1,Telugu,0.7452
en_es_hi,English+Spanish+Hindi,E_joint,e2e_span_overlap_f1,Overall,0.6697
en_es_hi,English+Spanish+Hindi,E_joint,joint_accuracy,Overall,0.6475
en_es_hi,English+Spanish+Hindi,F_sequential,joint_f1,English,0.7984
en_es_hi,English+Spanish+Hindi,F_sequential,joint_f1,Spanish,0.7478
en_es_hi,English+Spanish+Hindi,F_sequential,joint_f1,Hindi,0.6935
en_es_hi,English+Spanish+Hindi,F_sequential,joint_f1,Telugu,0.6836
en_es_hi,English+Spanish+Hindi,F_sequential,joint_f1,Overall,0.7594
en_es_hi,English+Spanish+Hindi,F_sequential,joint_f1_macro_avg,Overall,0.7308
en_es_hi,English+Spanish+Hindi,F_sequential,classification_macro_f1,English,0.8103
en_es_hi,English+Spanish+Hindi,F_sequential,classification_macro_f1,Hindi,0.7094
en_es_hi,English+Spanish+Hindi,F_sequential,classification_macro_f1,Indonesian,0.7999
en_es_hi,English+Spanish+Hindi,F_sequential,classification_macro_f1,Spanish,0.7597
en_es_hi,English+Spanish+Hindi,F_sequential,classification_macro_f1,Telugu,0.7132
en_es_hi,English+Spanish+Hindi,F_sequential,classification_macro_f1,Overall,0.7813
en_es_hi,English+Spanish+Hindi,F_sequential,e2e_span_overlap_f1,English,0.711
en_es_hi,English+Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Hindi,0.6722
en_es_hi,English+Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Indonesian,0.6686
en_es_hi,English+Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Spanish,0.6603
en_es_hi,English+Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Telugu,0.8083
en_es_hi,English+Spanish+Hindi,F_sequential,e2e_span_overlap_f1,Overall,0.6872
en_es_hi,English+Spanish+Hindi,F_sequential,joint_accuracy,Overall,0.6381
en_es_hi,English+Spanish+Hindi,G_bio,joint_f1,English,0.4751
en_es_hi,English+Spanish+Hindi,G_bio,joint_f1,Spanish,0.473
en_es_hi,English+Spanish+Hindi,G_bio,joint_f1,Hindi,0.4918
en_es_hi,English+Spanish+Hindi,G_bio,joint_f1,Telugu,0.4655
en_es_hi,English+Spanish+Hindi,G_bio,joint_f1,Overall,0.4653
en_es_hi,English+Spanish+Hindi,G_bio,e2e_span_overlap_f1,English,0.8303
en_es_hi,English+Spanish+Hindi,G_bio,e2e_span_overlap_f1,Hindi,0.776
en_es_hi,English+Spanish+Hindi,G_bio,e2e_span_overlap_f1,Indonesian,0.6428
en_es_hi,English+Spanish+Hindi,G_bio,e2e_span_overlap_f1,Spanish,0.7914
en_es_hi,English+Spanish+Hindi,G_bio,e2e_span_overlap_f1,Telugu,0.3141
en_es_hi,English+Spanish+Hindi,G_bio,e2e_span_overlap_f1,Overall,0.7206
en_es_hi,English+Spanish+Hindi,G_bio,joint_accuracy,Overall,0.2918
en_es_te,English+Spanish+Telugu,A_pipeline,joint_f1,English,0.7761
en_es_te,English+Spanish+Telugu,A_pipeline,joint_f1,Spanish,0.7597
en_es_te,English+Spanish+Telugu,A_pipeline,joint_f1,Hindi,0.6314
en_es_te,English+Spanish+Telugu,A_pipeline,joint_f1,Telugu,0.8225
en_es_te,English+Spanish+Telugu,A_pipeline,joint_f1,Overall,0.7532
en_es_te,English+Spanish+Telugu,A_pipeline,joint_f1_macro_avg,Overall,0.7474
en_es_te,English+Spanish+Telugu,A_pipeline,classification_macro_f1,English,0.7845
en_es_te,English+Spanish+Telugu,A_pipeline,classification_macro_f1,Hindi,0.6314
en_es_te,English+Spanish+Telugu,A_pipeline,classification_macro_f1,Indonesian,0.7877
en_es_te,English+Spanish+Telugu,A_pipeline,classification_macro_f1,Spanish,0.7677
en_es_te,English+Spanish+Telugu,A_pipeline,classification_macro_f1,Telugu,0.8225
en_es_te,English+Spanish+Telugu,A_pipeline,classification_macro_f1,Overall,0.7747
en_es_te,English+Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,English,0.6253
en_es_te,English+Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Hindi,0.3774
en_es_te,English+Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Indonesian,0.6077
en_es_te,English+Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Spanish,0.6778
en_es_te,English+Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Telugu,0.7955
en_es_te,English+Spanish+Telugu,A_pipeline,e2e_span_overlap_f1,Overall,0.6286
en_es_te,English+Spanish+Telugu,A_pipeline,joint_accuracy,Overall,0.6402
en_es_te,English+Spanish+Telugu,E_joint,joint_f1,English,0.7784
en_es_te,English+Spanish+Telugu,E_joint,joint_f1,Spanish,0.7559
en_es_te,English+Spanish+Telugu,E_joint,joint_f1,Hindi,0.7094
en_es_te,English+Spanish+Telugu,E_joint,joint_f1,Telugu,0.7889
en_es_te,English+Spanish+Telugu,E_joint,joint_f1,Overall,0.7604
en_es_te,English+Spanish+Telugu,E_joint,joint_f1_macro_avg,Overall,0.7581
en_es_te,English+Spanish+Telugu,E_joint,classification_macro_f1,English,0.7824
en_es_te,English+Spanish+Telugu,E_joint,classification_macro_f1,Hindi,0.7094
en_es_te,English+Spanish+Telugu,E_joint,classification_macro_f1,Indonesian,0.7968
en_es_te,English+Spanish+Telugu,E_joint,classification_macro_f1,Spanish,0.7677
en_es_te,English+Spanish+Telugu,E_joint,classification_macro_f1,Telugu,0.7889
en_es_te,English+Spanish+Telugu,E_joint,classification_macro_f1,Overall,0.7793
en_es_te,English+Spanish+Telugu,E_joint,e2e_span_overlap_f1,English,0.6724
en_es_te,English+Spanish+Telugu,E_joint,e2e_span_overlap_f1,Hindi,0.5684
en_es_te,English+Spanish+Telugu,E_joint,e2e_span_overlap_f1,Indonesian,0.6514
en_es_te,English+Spanish+Telugu,E_joint,e2e_span_overlap_f1,Spanish,0.7005
en_es_te,English+Spanish+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.7933
en_es_te,English+Spanish+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.6741
